,EN SOURCE TXT,Korean
3180,The TuneIn subscription service is temporarily unavailable. Please wait a moment and try again.,TuneIn 구독 서비스를 일시적으로 사용할 수 없습니다. 잠시 기다린 후 다시 시도해 보십시오.
3181,Subscription Service Unavailable,구독 서비스 사용불가
3182,Monthly,월간
3183,Yearly (2 months free),연간(2개월 무료)
3184,Certified with Carisma,Carisma와 함께하는 Certified
3185,Music By Decade,연대별 음악
3186,Certified with Carisma,Carisma와 함께하는 Certified
3187,Music By Decade,연대별 음악
3188,TuneIn Premium is a recurring subscription. You will automatically be billed the amount listed above through iTunes or Google Play at the end of the free trial period which is 7 days. Your subscription will auto-renew unless you cancel or turn off auto-renew at least 24 hours before the end of the current period. You can manage your subscription in iTunes or the Google Play store.,TuneIn Premium은 반복 구독입니다. 7일 무료 시험 사용 기간이 끝나면 iTunes 또는 Google Play를 통해 위에 명시된 금액이 자동으로 청구됩니다. 현재 기간이 종료되기 최소 24시간 전에 자동 갱신을 취소하거나 끄지 않는 한 구독은 자동 갱신됩니다. iTunes 또는 Google Play 스토어에서 구독을 관리할 수 있습니다.
3189,TuneIn Premium is a recurring subscription. You will automatically be billed the amount listed above through iTunes at the end of the free trial period which is 7 days. Your subscription will auto-renew unless you cancel or turn off auto-renew at least 24 hours before the end of the current period. You can manage your subscription in iTunes or the Google Play store.,TuneIn Premium은 반복 구독입니다. 7일 무료 시험 사용 기간이 끝나면 iTunes를 통해 위에 명시된 금액이 자동 청구됩니다. 현재 기간이 종료되기 최소 24시간 전에 자동 갱신을 취소하거나 끄지 않는 한 구독은 자동 갱신됩니다. iTunes에서 구독을 관리할 수 있습니다.
3190,Sign Up or Sign In,회원 가입 또는 로그인
3191,You must have an account with TuneIn to be a Premium Member.,Premium 회원이 되려면 TuneIn 계정이 있어야 합니다.
3192,ALT HITS.,얼터너티브 히트.
3193,NBA TIP-OFF.,NBA 플레이볼.
3194,SWISHHHH.,클린 슛.
3195,ULTIMATE VIBES.,얼티미트 바이브.
3196,What do I get with Premium?,Premium의 혜택은 무엇인가요?
3197,Commercial-free music,광고 없는 음악
3198,No display ads,광고 표시 없음
3199,Listen to live games:,실시간 경기 듣기:
3200,"Live games for all NFL, MLB, NBA and NHL teams","NFL, MLB, NBA, NHL 모든 팀 실시간 경기"
3201,Update,업데이트
3202,Invalid field,올바르지 않은 입력란
3203,Required field,필수 입력란
3204,Payment Information,지불 정보
3205,"Select a payment plan below, and enter your payment information. Cancel anytime!","아래에서 요금제를 선택하고, 지불 정보를 입력하세요. 언제든 취소할 수 있습니다!"
3206,Payment Information,지불 정보
3207,"Select a payment plan below, and enter your payment information. Cancel anytime!","아래에서 요금제를 선택하고, 지불 정보를 입력하세요. 언제든 취소할 수 있습니다!"
3208,Invalid Credit Card Information,올바르지 않은 신용 카드 정보
3209,Billing Information,청구 정보
3210,Update your subscription billing information below.,아래에서 구독 지불 정보를 업데이트하세요.
3211,Go to profile,프로필로 이동
3212,Listen Commercial-Free,광고 없이 듣기
3213,Commercial-Free News,광고 없는 뉴스
3214,Halloween Is Here,할로윈이 왔습니다
3215,Editor's Treats,에디터의 선택
3216,Spooky Stories,으스스한 이야기
3217,Scarier Than Fiction,픽션보다 무서운
3218,Sounds Like Halloween,할로윈 사운드
3219,Rock Out,록 아웃
3220,Reggae,레게
3221,Commercial-Free,광고 없음
3222,Recommendation Updates,추천 업데이트
3223,Live Sports. Music.{0}News. Podcasts.,라이브 스포츠. 음악.{0}뉴스. 팟캐스트.
3224,GET YOUR PREMIUM,프리미엄의 혜택을 받으세요
3225,DISCOUNT TODAY!,오늘 할인을 받으세요!
3226,ENTER CODE BELOW.,아래에 코드를 입력하세요.
3227,Related Stations,관련 방송국
3228,Tackling Big Topics,빅 이슈 파해치기
3229,The Economist Commercial-Free,광고 없는 이코노미스트
3230,Commercial-Free Podcasts,광고 없는 팟캐스트
3231,Music For Fall,가을에 맞는 음악
3232,Our Favorite Episodes,저희가 좋아하는 에피소드
3233,Talking About Mental Illness,정신 질환에 대한 이야기
3234,Local Coverage,지역 소식
3235,Americana & Bluegrass,아메리카나 & 블루그래스
3236,Popular Music Stations,인기 음악 방송국
3237,Classic Hits,클래식 히트곡
3238,Adult Contemporary,성인 컨템포러리
3239,Classic Rock,클래식 록
3240,Classical Music Stations,클래식 음악 방송국
3241,Featured,특선
3242,Featured Music Podcasts,특선 음악 팟캐스트
3243,Jazz Blues,재즈 블루스
3244,Blues Rock,블루스 록
3245,Country Blues,컨트리 블루스
3246,Featured Kids Music,특선 키즈 뮤직
3247,New & Noteworthy,주목할만한 신작
3248,Password reset is already in progress for this account. Please check your email.,이미 해당 계정에 대한 패스워드 초기화가 진행 중에 있습니다. 이메일을 확인해 주십시오.
3249,You are currently using TuneIn Beta,현재 TuneIn 베타를 사용하고 계십니다
3250,"TuneIn brings together all the sports, music, news, podcasts, and audiobooks you love. Original, live, and on-demand internet radio all in one place.","TuneIn은 여러분이 좋아하는 스포츠, 음악, 뉴스, 팟캐스트 및 오디오북을 모두 제공해 드립니다. 오리지널, 라이브 및 주문형 인터넷 라디오를 모두 한 곳에 담았습니다."
3251,Unlimited Audiobooks,무제한 오디오북
3252,"Search for a podcast, station, or audiobook.","팟캐스트, 방송국, 또는 오디오북을 검색하세요."
3253,Stream Radio By Language,언어별 스트림 라디오
3254,Stream Radio By Location,지역별 스트림 라디오
3255,"Live NFL, MLB, NBA and NHL{{linebreak/}} Commercial-free music{{linebreak/}} No display ads","NFL, MLB, NBA 및 NHL 라이브 방송[[[{{linebreak/}}]]] 광고없는 음악[[[{{linebreak/}}]]] 광고를 표시하지 않습니다"
3256,Our gift to you is a 30 day free trial.,저희가 30일 무료 트라이얼을 여러분께 선물로 드립니다.
3257,Thank You!,감사합니다!
3258,———,———
3259,TuneIn Festival VIP,TuneIn 페스티벌 VIP
3260,Gearing Up For GRAMMYs,그래미상 시상식 대비
3261,Award Show Talk,시상식 관련 토크
3262,All About The Awards,어워드에 대한 모든 것
3263,Find New Favorites,새로운 선호 방송을 찾으세요
3264,Gearing Up For GRAMMYs,그래미 어워드 대비
3265,Prepping for the Women's March,여성의 행진 준비
3266,Hosting A Party,파티 개최
3267,Dance Party Hits,댄스 파티 히트곡
3268,Dinner Party Classics,디너 파티 클래식
3269,Cocktail Party Playlists,칵테일 파티 플레이리스트
3270,Interviews With The Nominees,후보자들과의 인터뷰
3271,Tracks From Nominees Past & Present,과거 및 현재 후보자 곡들
3272,Listen Live,리슨 라이브
3273,Join the Conversation,대화에 참여하세요
3274,Learn About Cryptocurrency,암호화폐에 대해 배워보세요
3275,What IS cryptocurrency?,암호화폐란 무엇인가?
3276,Is Bitcoin The Future?,비트코인은 미래인가?
3277,All About Cryptocurrency,암호화폐의 모든 것
3278,Learn Something Else,새로운 것을 배워보세요
3279,From the Sidelines: Super Bowl LII,사이드라인 스토리: 슈퍼 볼 LII
3280,Best Picture Talk,최우수 영화 이야기
3281,Best Director Nominees,최우수감독상 후보
3282,Weekly Roundup,주간 동향
3283,Top 3 Headlines,톱3 헤드라인
3284,Noteworthy Analysis,주목할만한 분석
3285,Episodes to Hear,청취 에피소드
3286,Daily News Briefs,일간 뉴스 요약
3287,Conservative Talk,보수적 토크쇼
3288,Easy Listening For Your Hangover,숙취를 달래줄 편안한 청취
3289,Interviews with Best Actor Nominees,최우수 연기자상 후보들과의 인터뷰
3290,Interviews with Best Supporting Actor Nominees,최우수 조연상 후보들과의 인터뷰
3291,Exclusively On TuneIn,TuneIn 독점
3292,Songs From Nominees Past & Present,과거 및 현재 후보자 곡들
3293,Is This The Future?,이것이 미래인가?
3294,What's Happening Now,지금 일어나는 일들
3295,More,더보기
3296,$9.99/month,$9.99/1개월
3297,Continue Listening Free,계속 무료로 듣기
3298,$99.99/year,$99.99/1년
3299,Try TuneIn Premium risk free for 7 days (monthly) or 30 days (yearly) when you start today! Cancel Anytime!,"TuneIn 프리미엄을 오늘부터, 위험 부담 없이 7일 (월간 구독) 또는 30일 (연간 구독) 동안 사용해 보세요! 언제든 취소할 수 있습니다!"
3300,"Live NFL, MLB, NBA and NHL{0} Commercial-free music{0} No display ads","라이브 NFL, MLB, NBA 및 NHL{0} 광고 없는 음악{0}"
3301,Start Your Free Trial!,무료 트라이얼을 시작해 보세요!
3302,Back,뒤로
3303,Close,닫기
3304,Forgot Password?,패스워드를 잊으셨나요?
3305,Terms of Service and Privacy Policy,서비스 약관 및 개인정보 보호 정책
3306,Write a comment,코멘트를 작성해 주세요
3307,What Have They Been Doing?,그들은 뭘 하고 있었나요?
3308,Listen Live,생방송 듣기
3309,Cooking At Home,집에서 요리하세요
3310,Foreign Language Coverage,외국어 토픽
3311,Hip Hop Music,힙합 음악
3312,What's Hot in Hip Hop,힙합씬의 핫한 곡들
3313,Popular Hip Hop Stations,인기 합합 방송국
3314,Commercial-Free Hip Hop (Premium),광고 없는 힙합 음악(프리미엄)
3315,Your Local Hip Hop Stations,계신 지역의 힙합 방송국
3316,"Soul, Rhythm & Blues","쏘울, 리듬 & 블루스"
3317,Hip Hop Radio Around the World,전세계의 힙합 라디오
3318,Top 10 Hip Hop Artists,톱 10 합합 아티스트
3319,Best Hip Hop Podcasts,베스트 힙합 팟캐스트
3320,Uncensored Rap,무삭제 랩
3321,Nothing But Beats,낫씽 벗 비츠
3322,Today's Best Hip Hop,오늘의 베스트 힙합
3323,Throwback Hip Hop,옛날 힙합
3324,Music For Champions,챔피온을 위한 음악
3325,Top Rock Stations,톱 록음악 방송국
3326,Classic Rock,클래식 록
3327,Alternative Rock,얼터네이티브 록
3328,Punk Rock,펑크 록
3329,Rapid Arabic,빠르게 익히는 아랍어
3330,Rapid Cantonese,빠르게 익히는 광둥어
3331,Rapid Dutch,빠르게 익히는 네덜란드어
3332,Rapid French,빠르게 익히는 프랑스어
3333,Rapid German,빠르게 익히는 독일어
3334,Rapid Greek,빠르게 익히는 그리스어
3335,Rapid Italian,뻐르게 익히는 이탈리아어
3336,Rapid Japanese,빠르게 익히는 일본어
3337,Rapid Mandarin,빠르게 익히는 중국어
3338,Rapid Polish,빠르게 익히는 폴란드어
3339,Rapid Portuguese (Brazilian),빠르게 익히는 포르투갈어(브라질)
3340,apid Portuguese (European),빠르게 익히는 포르투갈어(유럽)
3341,Rapid Russian,빠르게 익히는 러시아어
3342,Rapid Spanish (Latin American),빠르게 익히는 스페인어(남미)
3343,Rapid Turkish,빠르게 익히는 터키어
3344,Popular Language Lessons,인기 언어 수업
3345,Top 10 Jazz Music Stations,톱 10 재즈 음악 방송국
3346,TuneIn Exclusive Jazz Music Stations,TuneIn 독점 재즈 뮤직 방송국
3347,Sports Network MVPs Of 2017,2017년 스포츠 방송국 MVP
3348,2017's Sportscast All-Stars,
3349,What's Hot,지금 핫한 유행
3350,Commercial-Free (Premium),무광고 방송(프리미엄)
3351,Featured Hip Hop Podcasts,특선 힙합 팟캐스트
3352,Nothin' But Beats: Instrumentals to freestyle over,낫씽 벗 비츠: 프리스타일에 맞는 인스트루멘탈 비트
3353,Today's Best Hip Hop: Kendrick to Migos,오늘의 베스트 힙합: 켄드릭에서 미고스까지
3354,Big Band,빅 밴드
3355,"Listen to free internet radio, sports, music, news, talk and podcasts. Stream live events, live play-by-play NFL, MLB, NBA, NHL, college football, NCAA basketball, and Premier League matches. CNN, MSNBC, Fox News, ESPN, BBC, NPR.","무료 인터넷 라디오, 스포츠, 음악, 뉴스, 토크쇼 및 팟캐스트를 청취하세요. 생방송 이벤트, NFL, MLB, NBA, NHL, 대학 풋볼, NCAA 농구 및 프리미어 리그 경기 실황을 라이브로 중계하세요. CNN, MSNBC, 폭스 뉴스, ESPN, BBC, NPR."
